"","2","2","2","100%","100%","dez./24 ","-","-","06/12/2024","06/12/2024","CONCLUÍDA/UNITIZADA","B-1118646","RC-CIND-RUA-DA BR-242-CANTINHO","CRISTÓPOLIS","FATURA PG CLIENTE","","R$ 4.533,62","0","2","2","0","2","2","0","100%","","","","","0","0","","","R$ 2.827,19","R$ 4.533,62","","","R$ 4.730,86","FINALIZADA CICLOS ANTERIORES","4730,86","R$ 0,00","","OBRA APTA // ACESSO BOM","18/11/2024","27/12/2024","-12,230712","-44,360079","31/01/2025 19:05 - Entrada na Carteira-Planejador","","8.3.2.5","NÃO","NÃO","NÃO","NÃO","SIM","BARREIRAS","","","",""
"","2","2","2","100%","100%, 100%","dez./24, nov./24","-","-","07/12/2024","07/12/2024","CONCLUÍDA/UNITIZADA","B-1148955","IT-CIND-ROD-BR 242-RUAL LEM","LUIS EDUARDO MAGALHÃES","TRANSGRESSÃO","","R$ 6.288,74","1","0","1","0","1","1","0","100%","","","","","0","0","","","R$ 2.227,83","R$ 6.288,74","","","R$ 8.371,10","FINALIZADA CICLOS ANTERIORES","8371,1","R$ 0,00","","OBRA APTA","10/10/2024","07/12/2024","-12,100672","-45,866381","31/01/2025 19:05 - Entrada na Carteira-Planejador","","7.1.2.5","NÃO","NÃO","NÃO","SIM","NÃO","BARREIRAS","","","",""
"","2","2","2","100%","100%","dez./24 ","-","-","04/12/2024","09/12/2024","CONCLUÍDA/UNITIZADA","B-1081534","RR-CCOL-POV UMBAUBA-RURAL","SANTA RITA DE CÁSSIA","REPUTACIONAL","","R$ 31.983,26","11","3","14","0","14","14","0","100%","","","","","0","0","","","R$ 33.355,39","R$ 31.983,26","","","R$ 37.052,44","FINALIZADA CICLOS ANTERIORES","37052,44","R$ 0,00","","OBRA APTA","30/10/2024","09/12/2024","-10,844279","-44,329005","31/01/2025 19:05 - Entrada na Carteira-Planejador","","7.1.2.5","NÃO","NÃO","NÃO","SIM","NÃO","BARREIRAS","","SIM","",""
"","2","0","2","100%","100%","dez./24 ","-","-","10/12/2024","10/12/2024","CONCLUÍDA/UNITIZADA","B-1177219","FVU - RELIGADOR - RBC - 09P2 - D16028","RIACHÃO DAS NEVES","MAIS OBRAS","","R$ 0,00","0","0","0","0","0","","0","0%","","","","","0","0","","","R$ 34.187,44","R$ 0,00","","","R$ 329,55","FINALIZADA CICLOS ANTERIORES","329,55","R$ 0,00","","-","","10/12/2024","-11,720488","-45,703646","31/01/2025 19:05 - Entrada na Carteira-Planejador","","8.1.4.5","-","-","-","-","-","BARREIRAS","","","",""
"","2","2","2","100%","100%","dez./24 ","-","-","11/12/2024","11/12/2024","CONCLUÍDA/UNITIZADA","B-1177238","FVU - RELIGADOR - RDO - 09Z4 - D16072","FORMOSA DO RIO PRETO","MAIS OBRAS","","R$ 217.550,96","0","10","10","0","0","","10","0%","","","","","0","0","","","R$ 34.187,44","R$ 217.550,96","","","R$ 405,40","FINALIZADA CICLOS ANTERIORES","405,4","R$ 0,00","","NECESSÁRIO AUTORIZAÇÃO DE PASSAGEM","11/12/2024","11/12/2024","-10,887292","-45,192023","31/01/2025 19:05 - Entrada na Carteira-Planejador","","8.1.4.5","-","-","-","-","-","BARREIRAS","","","",""
"","2","2","2","100%","100%, 100%, 100%, 100%, 100%","dez./24, nov./24, out./24, set./24, ago./24","-","-","11/12/2024","12/12/2024","CONCLUÍDA","B-1133614","FVU-REGULADOR-RAG-09S1-V09404","LUIS EDUARDO MAGALHÃES","MAIS OBRAS","","R$ 8.192,80","0","5","5","0","0","","5","0%","","","","","0","0","","","R$ 171.366,90","R$ 8.192,80","","","R$ 2.970,79","FINALIZADA CICLOS ANTERIORES","2970,79","R$ 0,00","","NECESSÁRIO AUTORIZAÇÃO DE PASSAGEM","09/12/2024","12/12/2024","-12,331223","-45,873117","31/01/2025 19:05 - Entrada na Carteira-Planejador","","8.1.4.5","-","-","-","-","-","BARREIRAS","","","",""
"","2","2","2","100%","100%, 100%","dez./24, nov./24","-","-","29/11/2024","12/12/2024","CONCLUÍDA/UNITIZADA","B-1145742","ER-CIND-POV-GUARA 180-RURAL","RIACHÃO DAS NEVES","REPUTACIONAL","","R$ 8.981,46","1","2","3","0","3","3","0","100%","","","","","0","0","","","R$ 7.908,92","R$ 8.981,46","","","R$ 10.137,08","FINALIZADA CICLOS ANTERIORES","10137,08","R$ 0,00","","OBRA APTA","15/08/2024","29/11/2024","-11,624995","-45,349021","31/01/2025 19:05 - Entrada na Carteira-Planejador","","7.1.2.5","SIM","NÃO","NÃO","SIM","NÃO","BARREIRAS","","SIM","",""
"","2","2","0","100%","100%","dez./24 ","-","-","14/12/2024","14/12/2024","CONCLUÍDA/UNITIZADA","B-1178437","FVU-REGULADOR-RGT-09S2-G62381","LUIS EDUARDO MAGALHÃES","MAIS OBRAS","","","","","0","0","0","","0","0%","-","-","","","0","0","","","R$ 127.901,69","","","","R$ 1.955,24","FINALIZADA CICLOS ANTERIORES","1955,24","R$ 0,00","","POSTE NOVO COM A BASE TRINCADA // ACESSO BOM // VISTORIA COM POUCAS INFORMAÇÕES // SEM CAD NO GEOEX","23/12/2024","14/12/2024","-12,469395","-45,153580","31/01/2025 19:05 - Entrada na Carteira-Planejador","","8.1.4.5","-","-","-","-","-","BARREIRAS","","","",""
"","2","2","0","100%","100%","dez./24 ","-","-","14/12/2024","14/12/2024","CONCLUÍDA/UNITIZADA","B-1178438","FVU-REGULADOR-RGT-09S2-T34567","LUIS EDUARDO MAGALHÃES","MAIS OBRAS","","","","","0","0","0","","0","0%","-","-","","","0","0","","","R$ 69.854,46","","","","R$ 1.015,55","FINALIZADA CICLOS ANTERIORES","1015,55","R$ 0,00","","ACESSO BOM // VISTORIA COM POUCAS INFORMAÇÕES // SEM CAD NO GEOEX","23/12/2024","14/12/2024","-12,466181","-45,281494","31/01/2025 19:05 - Entrada na Carteira-Planejador","","8.1.4.5","-","-","-","-","-","BARREIRAS","","","",""
"","2","2","2","100%","100%","dez./24 ","-","-","14/12/2024","14/12/2024","CONCLUÍDA/UNITIZADA","B-1144569","RC-CIND-RUA-CEARA-VILA REGINA","BARREIRAS","JUDICIAL","","R$ 3.079,17","0","1","1","0","0","1","0","100%","","","","","0","0","","","R$ 1.579,10","R$ 3.079,17","","","R$ 4.429,82","FINALIZADA CICLOS ANTERIORES","4429,82","R$ 0,00","","OBRA APTA // TR QUE DEVERÁ SER ABERTO, ESTÁ COM PLACA ILEGÍVEL","07/11/2024","14/12/2024","-12,152975","-44,999274","31/01/2025 19:05 - Entrada na Carteira-Planejador","","8.3.2.5","NÃO","NÃO","NÃO","NÃO","SIM","BARREIRAS","","SIM","",""
